x0000,y0000,x0001,y0001
381,-0.3353094459,381,-0.2105968893,
382,-0.3372665644,382,-0.2091320455,
383,-0.3375111818,383,-0.2074230611,
384,-0.3389790356,384,-0.2044933736,
385,-0.3411808014,385,-0.2027843893,
386,-0.3424039781,386,-0.2008312643,
387,-0.3433825374,387,-0.1993664205,
388,-0.3443610966,388,-0.1961925924,
389,-0.3463181853,389,-0.1947277486,
390,-0.3472967744,390,-0.1920422018,
391,-0.3485199809,391,-0.190577358,
392,-0.3490092456,392,-0.1871593893,
393,-0.3512110114,393,-0.1856945455,
394,-0.3519449234,394,-0.1839855611,
395,-0.3531681001,395,-0.1813000143,
396,-0.3539020419,396,-0.1786144674,
397,-0.3551252186,397,-0.176905483,
398,-0.3565930724,398,-0.1756847799,
399,-0.3573269844,399,-0.1732433736,
400,-0.3583055139,400,-0.1703136861,
401,-0.3597733676,401,-0.1686047018,
402,-0.3612412214,402,-0.1668957174,
403,-0.3612412214,403,-0.1639660299,
404,-0.3624643981,404,-0.1617687643,
405,-0.3629536629,405,-0.159327358,
406,-0.3644215167,406,-0.1576183736,
407,-0.3644215167,407,-0.1549328268,
408,-0.3649107814,408,-0.1522472799,
409,-0.3666232824,409,-0.1505382955,
410,-0.3676018119,410,-0.1483410299,
411,-0.3683357239,411,-0.1468761861,
412,-0.3690696657,412,-0.1434582174,
413,-0.3702928424,413,-0.1415050924,
414,-0.3717606962,414,-0.1400402486,
415,-0.3722499609,415,-0.137842983,
416,-0.3727392554,416,-0.1346691549,
417,-0.3739624321,417,-0.1329601705,
418,-0.3751856387,418,-0.1314953268,
419,-0.3754302859,419,-0.1290539205,
420,-0.3764088452,420,-0.126124233,
421,-0.3768981099,421,-0.1239269674,
422,-0.3778766692,422,-0.1219738424,
423,-0.3783659339,423,-0.1197765768,
424,-0.3788552284,424,-0.1168468893,
425,-0.3800784349,425,-0.1151379049,
426,-0.3810569644,426,-0.1122082174,
427,-0.3805676997,427,-0.1102550924,
428,-0.3815462589,428,-0.1075695455,
429,-0.3830140829,429,-0.1058605611,
430,-0.3827694654,430,-0.1039074361,
431,-0.3830140829,431,-0.1012218893,
432,-0.3842372894,432,-0.09853634238,
433,-0.3857051134,433,-0.09658321738,
434,-0.3861944079,434,-0.09511837363,
435,-0.3852158487,435,-0.09170040488,
436,-0.3866837025,436,-0.08901485801,
437,-0.3871729672,437,-0.08730587363,
438,-0.3879068792,438,-0.08535274863,
439,-0.3874176145,439,-0.08291134238,
440,-0.3888854384,440,-0.08046993613,
441,-0.3896193504,441,-0.07827267051,
442,-0.3910871744,442,-0.07680782676,
443,-0.3888854384,443,-0.07290157676,
444,-0.3898639977,444,-0.07021602988,
445,-0.390842557,445,-0.06850704551,
446,-0.3903532624,446,-0.06582149863,
447,-0.390842557,447,-0.06362423301,
448,-0.3913318217,448,-0.06093868613,
449,-0.3925550282,449,-0.05898556113,
450,-0.3920657635,450,-0.05727657676,
451,-0.3918211162,451,-0.05410274863,
452,-0.3923103809,452,-0.05141720176,
453,-0.3925550282,453,-0.04897579551,
454,-0.3923103809,454,-0.04604610801,
455,-0.3923103809,455,-0.04458126426,
456,-0.3937782049,456,-0.04213985801,
457,-0.3940228522,457,-0.03994259238,
458,-0.3940228522,458,-0.03872188926,
459,-0.3932889402,459,-0.03481563926,
460,-0.3937782049,460,-0.03237423301,
461,-0.3942674994,461,-0.03017696738,
462,-0.3945121467,462,-0.02724727988,
463,-0.3945121467,463,-0.02553829551,
464,-0.3942674994,464,-0.02285274863,
465,-0.394756794,465,-0.02065548301,
466,-0.3930442929,466,-0.01723751426,
467,-0.3945121467,467,-0.01601681113,
468,-0.3945121467,468,-0.01333126426,
469,-0.3940228522,469,-0.01064571738,
470,-0.3952460587,470,-0.008936733007,
471,-0.3930442929,471,-0.005762904882,
472,-0.3942674994,472,-0.003321498632,
473,-0.3937782049,473,-0.001124233007,
474,-0.3942674994,474,9.647011757e-05,
475,-0.3935335875,475,0.003026157618,
476,-0.3935335875,476,0.006199985743,
477,-0.3940228522,477,0.008153110743,
478,-0.3945121467,478,0.009862095118,
479,-0.3932889402,479,0.01254764199,
480,-0.3927996755,480,0.01596561074,
481,-0.3932889402,481,0.01767459512,
482,-0.3930442929,482,0.02036014199,
483,-0.3915764689,483,0.02304568887,
484,-0.3915764689,484,0.02573123574,
485,-0.3918211162,485,0.02695193887,
486,-0.3920657635,486,0.02866092324,
487,-0.3903532624,487,0.03207889199,
488,-0.3903532624,488,0.03525272012,
489,-0.3905979097,489,0.03671756387,
490,-0.3898639977,490,0.03818240762,
491,-0.3886407912,491,0.04184451699,
492,-0.3888854384,492,0.04453006387,
493,-0.3891300857,493,0.04648318887,
494,-0.3888854384,494,0.04770389199,
495,-0.3874176145,495,0.05161014199,
496,-0.3874176145,496,0.05453982949,
497,-0.3879068792,497,0.05600467324,
498,-0.3879068792,498,0.05746951699,
499,-0.3859497607,499,0.06088748574,
500,-0.3854604959,500,0.06357303262,
501,-0.3854604959,501,0.06503787637,
502,-0.384726584,502,0.06650272012,
503,-0.3837480247,503,0.07065311074,
504,-0.3835033774,504,0.07285037637,
505,-0.3835033774,505,0.07504764199,
506,-0.3820355535,506,0.07602420449,
507,-0.3817909062,507,0.07968631387,
508,-0.3815462589,508,0.08237186074,
509,-0.3808123469,509,0.08432498574,
510,-0.379344523,510,0.08578982949,
511,-0.3788552284,511,0.08896365762,
512,-0.3783659339,512,0.09189334512,
513,-0.3783659339,513,0.09311404824,
514,-0.3771427572,514,0.09457889199,
515,-0.3756749034,515,0.09848514199,
516,-0.3754302859,516,0.1009265482,
517,-0.3746963739,517,0.1026355326,
518,-0.3742070794,518,0.1038562357,
519,-0.3729838729,519,0.1077624857,
520,-0.3717606962,520,0.1104480326,
521,-0.3722499609,521,0.1116687357,
522,-0.3702928424,522,0.1131335795,
523,-0.3698035777,523,0.1167956889,
524,-0.3690696657,524,0.1192370951,
525,-0.3685803711,525,0.1207019389,
526,-0.3673571944,526,0.1221667826,
527,-0.3663786352,527,0.125828892,
528,-0.3658893406,528,0.127782017,
529,-0.3646661639,529,0.129735142,
530,-0.3639322519,530,0.1314441264,
531,-0.3622197509,531,0.1346179545,
532,-0.3614858389,532,0.1373035014,
533,-0.3612412214,533,0.1377917826,
534,-0.3595287204,534,0.1399890482,
535,-0.3580608964,535,0.1438952982,
536,-0.3580608964,536,0.1460925639,
537,-0.3561037779,537,0.1482898295,
538,-0.3553698659,538,0.1487781107,
539,-0.3541466594,539,0.1526843607,
540,-0.3534127474,540,0.1548816264,
541,-0.3526788354,541,0.1556140482,
542,-0.3509663343,542,0.1575671732,
543,-0.3494985104,543,0.160985142,
544,-0.3494985104,544,0.1631824076,
545,-0.3480306864,545,0.1641589701,
546,-0.3460735679,546,0.1666003764,
547,-0.3450950086,547,0.1697742045,
548,-0.3443610966,548,0.1717273295,
549,-0.3436271548,549,0.1724597514,
550,-0.3411808014,550,0.1751452982,
551,-0.3404468596,551,0.178563267,
552,-0.3397129476,552,0.1802722514,
553,-0.3384897709,553,0.1829577982,
554,-0.3365326524,554,0.1829577982,
555,-0.3350647986,555,0.186375767,
556,-0.3348201513,556,0.1885730326,
557,-0.3331076801,557,0.1895495951,
558,-0.3313952088,558,0.1915027201,
559,-0.3301720023,559,0.1949206889,
560,-0.3287041783,560,0.1966296732,
561,-0.3282148838,561,0.1976062357,
562,-0.3255238533,562,0.1995593607,
563,-0.3245453238,563,0.2029773295,
564,-0.3235667348,564,0.2046863139,
565,-0.3218542933,565,0.2054187357,
566,-0.3201417923,566,0.2076160014,
567,-0.3184293509,567,0.2107898295,
568,-0.3179400563,568,0.2120105326,
569,-0.3179400563,569,0.2124988139,
570,-0.3140258193,570,0.215672642,
571,-0.31304726,571,0.2186023295,
572,-0.3118240833,572,0.2203113139,
